text,author
"Постараемся теперь означить, сколько возможно, отличительные черты каждого из этих Обществ.",Unknown
"Он немедленно выскочил в окно и, желая как можно скорее кончить сию отвратительную сцену, схватил ружье и сильным ударом штыка в живот повергнул Гебеля на землю.",Unknown
"Он должен был по возможности истреблять предрассудки и порочные наклонности, изглаживать различие сословий и искоренять нетерпимость верования; собственным примером побуждать к воздержанию и трудолюбию; стремиться к умственному и нравственному усовершенствованию и поощрять к сему делу других; всеми способами помогать бедным, но не быть расточительным; не делать людей богатыми, но научать их, каким образом посредством труда и бережливости, без вреда для себя и других пользоваться оными.",Unknown
"С. Муравьеву должно было собрать полк как можно скорее, избрать какой-либо один или два пункта и действовать с быстротою молнии.",Unknown
"За доверенность своих офицеров они платили скромностью и верностью, слушали пылких славян со вниманием, любопытством, хотя и не без удивления; некоторые из них даже клялись следовать всюду за добрыми, как они говорили, офицерами, и если нужно — умереть вместе с ними.",Unknown
"В то самое время жандармский поручик Ланг, хлопотавший об отъезде, вышел из противулежащей комнаты.",Unknown
"Муравьев решительно отказался дать ему какое-либо пособие, говоря:  — Поезжайте куда хотите.",Unknown
"В то самое время как С. Муравьев старался уговорить к действию командира Ахтырского полка, Андреевич 2-й, посланный из Василькова, как мы уже выше сказали, черниговскими офицерами с подобным предложением к другим членам Общества, приехал в г. Радомысль к бывшему командиру Алексопольского полка полковнику Повало-Швейковскому.",Unknown
"Тут же он сказал, что московские члены разделяют мнение петербургских и обещают помогать успехам восстания, где бы оно ни началось.",Unknown
Но в числе сих несчастных находились разжалованные прежде из офицеров Грохольский и Ракуза и были приговорены к наказанию шпицрутеном через шесть тысяч человек.,Unknown
В начале февраля 1830 года они были отправлены.,Unknown
"Они все объявили готовность, однако Быстрицкий сим еще не удовольствовался.",Unknown
"Ответы жителей, с которыми говорил Сухинов, подтвердили высказанное казаком.",Unknown
Приезд Андреевича еще более сблизил славян с их подчиненными.,Unknown
"Голиков, разжалованный и наказанный кнутом фельдфебель какого-то карабинерского полка, и Бочаров, сын одного богатого астраханского (кажется) купца, подвергнувшийся тому же наказанию, — были люди им избранные.",Unknown
"Он первый поклялся исполнить сей обет и как оказалось после — первый его нарушил, написавши к Пестелю и сказавши другим, что у него есть пятнадцать человек, готовых убить государя.",Unknown
"Тотчас после избрания он предложил и взялся сам составить правила, которые могли бы служить руководством членам тайного общества в их будущих действиях.",Unknown
"Кузьмин, заметив сие, сказал хладнокровно.",Unknown
"Вышедши в залу, он приказал позвать полкового священника и, объяснив ему цель восстания и свои намерения, просил его содействовать в сем благом деле молитвою и крестом.",Unknown
"Боязнь повредить благу отечества, показать себя малодушными или самолюбивыми, заставила их утешаться надеждою, что после переворота мысль Славянского союза снова воспрянет, и с новою силою заставит трудиться для освобождения всех славянских народов.",Unknown
"Не станем теряться в догадках; сближая время восстания Черниговского полка и движения войск против него со времени разбития С. Муравьева, можно предполагать, что корпусные командиры лично от себя распоряжались.",Unknown
"Помещики, не только киевские, но из Полтавской и Черниговской губерний, приехали в Васильков со своими семействами единственно для того, чтобы увидеть, каким образом повесят бунтовщиков.",Unknown
"Взглянем теперь на совокупность происшествий и рассмотрим внимательно, но беспристрастно действия С. Муравьева.",Unknown
"Наше восстание, начатое без ведома и согласия главных членов Общества, не повредит ли общему делу и не расстроит ли планов, составленных ими?",Unknown
"Мы не будем говорить, каким образом производилось дело, о чем подсудимых спрашивали и что они показывали.",Unknown
"Должно думать, что местные начальства не имели настоящего понятия о силе Общества.",Unknown
"— По вашим словам, — возразил Борисов 2-й, для избежания кровопролития и удержания порядка народ будет вовсе устранен от участия в перевороте, что революция будет совершена военная, что одни военные люди произведут и утвердят ее.",Unknown
В конце сего же месяца Сухинов и все участвовавшие в сем деле были перевезены из Горной конторы в большой Нерчинский завод и преданы военному суду.,Unknown
"— Мой приезд к вам в торжественную минуту молебна, — говорил он,— заставил меня забыть все прошедшее.",Unknown
"Сообщество воров, разбойников, бродяг и распутных женщин внушало отвращение к жизни и презрение к человечеству.",Unknown
"Они хотели видеться с ними, но офицер позволил разменяться только несколькими словами через окошко.",Unknown
"Если ссыльные предпринимают частые побеги, то целью их побегов бывает только одна надежда уклониться на некоторое время от работ и на воле предаться пьянству, грабительству и убийствам.",Unknown
"Уже было около 10 часов ночи, как Сухинов пошел прямо в Гребенки, где жил знакомый ему поляк, как постучал в окно и просил приюта.",Unknown
"Горбачевский молча взял бумагу из рук Муравьева, пробежал ее глазами и увидел, что это — перевод той главы из Ветхого завета, где описывается избрание израильтянами царя Саула.",Unknown
"Повеление правительства наказать главных виновников смертною казнию было для всех глубокою тайною, и даже никто не полагал возможности такого наказания, вышедшего из употребления с давнего времени и почти никогда не существовавшего для ссыльных.",Unknown
"На другой день Борисов 2-й увиделся с Тютчевым, который подтвердил сказанное Ивановым, присовокупляя, что сие тайное общество чрезвычайно сильно, и что в скором времени оно начнет переворот в России; из слов его видно было, что члены сего Общества составили уже для России Конституцию и на следующем году намеревались приступить к решительным мерам.",Unknown
"Бестужев-Рюмин сим воспользовался и не отвечал ничего Борисову 2-му; потом, поспешая домой, просил избранных посредников назначить день последнего собрания для утверждения клятвою соединения двух Обществ и готовности умереть за Россию.",Unknown
"— Кроме того, — прибавил он, —у всякого командира есть столько способов, что если солдаты во время восстания за ним не пойдут, то, конечно, командир сам виноват, и сие должно приписать ничему другому, как его нехотению, или — просто — нерадению.",Unknown
"С ними вместе в тюремном замке содержались под арестом прапорщик конно-пионерского эскадрона Молчанов и гвардейокого конно-егерского полка капитан Алексеев,— за стихи, написанные ими на смерть С. Муравьева, Рылеева, Пестеля, Бестужева-Рюмина и Каховского.",Unknown
"Когда все роты собрались на площадь и Муравьев увидел, что город в его власти, он приказал Сухинову и Мозалевскому идти на квартиру Гебеля (которого уже привезли из г. Трилесов) за знаменами и полковым ящиком.",Unknown
"Не станем описывать трудностей сей дороги: никакое перо не может изобразить оных и, может быть, самое пламенное и самое мрачное воображение не в состоянии представить себе страданий, испытанных нашими изгнанниками.",Unknown
"Сами солдаты в приготовлении к походу показывали не менее ревности: ружья, патроны и вся амуниция были осмотрены с величайшим тщанием и все недостатки были исправлены.",Unknown
"По какому праву, с чьего согласия и одобрения будет оно управлять десять лет целою Россиею?",Unknown
"Князь Щербатов приказал обыскать Мозалевского; майор Трухин взял на себя исполнить сию обязанность, но ничего не нашел.",Unknown
Брусилов и Белая Церковь представляли ему более или менее подобных выгод.,Unknown
"Солдаты в полной походной амуниции пробегали улицы, не зная также, что означает всеобщая тревога.",Unknown
"совести, воспользуется ошибками первого опыта и почтит память погибших за святое дело.",Unknown
За несколько часов до развода разнесся слух о восстании Черниговского полка.,Unknown
"Прочитав письмо, он сказал Мозалевскому дрожащим голосом:  — Я не буду отвечать: скоро сам с ним увижусь.",Unknown
"Мозалевский вошел к нему и, отдавая письмо, начал рассказывать о восстании Черниговского полка.",Unknown
"После обеда, ни мало не медля, он проехал в Траянов, где квартировал Александрийский гусарский полк, коим командовал Александр Муравьев, брат Артамона Муравьева.",Unknown
"Сколько есть примеров (и это все знают, которые жили в заводах), что за штоф водки, за рубль, два или пять, ссыльные берут на себя преступления, а за сии деньги, которые бывают тотчас пропиты на водку или проиграны в карты, выдерживают по 100, 150 и более ударов кнутом.",Unknown
"Догадки свои он сообщил Сухинову, который, обнажив саблю, бросился в комнаты и увидел пред собою толпу разъяренных солдат, готовых принести Гебеля в жертву их мщению.",Unknown
"Решение их участи заключалось в следующем: Соловьев и Мозалевский, найденные военно-судною комиссиею непричастными к делу Голикова, Бочарова и других, освобождались от суда, но горному начальству предписывается (сия мера, вероятно, взята Лепарским) удалить их из Горной конторы и сослать в отдаленные рудники порознь.",Unknown
"Я думаю, что между нашими солдатами можно более найти вольнодумцев, нежели фанатиков, и легко может случиться, что здравый смысл заставит некоторых из них сказать, что запрещение израильтянам избирать царя было не божие повеление, а обман и козни священников-левитов, желавших поддержать теократию.",Unknown
Сии офицеры дали слово действовать.,Unknown
Борисов отправился вечером 5-го числа проселочными дорогами в Житомир.,Unknown
"Бывший командир 17-й артиллерийской бригады полковник Башмаков, известный в армии своею храбростью и разжалованный в 1820 году в солдаты с зачислением в Черниговский полк за растрату артельных сумм, по участию его в делах тайного общества был приговорен к наказанию шпипрутеном чрез 12 тысяч человек и к сосланию в Сибирь в каторжную работу.",Unknown
"— Русское духовенство, — сказал ему, наконец, С. Муравьев, всегда было на стороне народа, оно всегда, во времена бедствий нашего отечества, являлось смелым и бескорыстным защитником прав народных.",Unknown
"Оставив в недальнем расстоянии своих лошадей и при них бывшего с ним солдата, он вошел в дом и просил доложить о себе, не упоминая, однако, ни своего звания, ни своей фамилии.",Unknown
"— Нет, — отвечали единогласно Громницкий и Лисовский, — мы не успели приготовить ни одного солдата.",Unknown
Никто не мог удержать справедливого своего негодования.,Unknown
"С. Муравьев, узнав об этом, впал в некоторый род неистовства; требовал, чтобы офицеры отыскали Гебеля и непременно лишили его жизни, а сам побежал по переулку с намерением перехватить сани, на которых солдат вез своего полкового командира.",Unknown
"— взял шляпу и, выходя из комнаты, прибавил: Завтра вы найдете его мертвым в постели.",Unknown
"На первую был назначен Мозалевский, на вторую — Рыбаковский.",Unknown
"Известно, каким образом в Сибири производятся допросы: плети, палки и розги почитаются в сем случае лучшими путеводителями к истине.",Unknown
"— О времени вашего отправления, — прибавил он‚— вы узнаете, когда все к тому нужное будет готово.",Unknown
"С. Муравьев тронут был до слез, благодарил крестьян, говорил им, что он радостно умрет за малейшее для них облегчение, что солдаты и офицеры готовы за них жертвовать собою и не требуют от них никакой награды, кроме их любви, которую постараются заслужить.",Unknown
"Так кончилось их долгое путешествие до Китайской границы, продолжавшееся 1 год б месяцев и 11 дней.",Unknown
"Сие дело кончилось, однако ж, без дурных последствий, которых опасались некоторые из членов Союза.",Unknown
"Сделав два шага вперед, — убить его непременно, — повторил несколько раз решительным голосом пылкий товарищ Соловьева.— Пойдем к ним скорее, — продолжал он, задыхаясь от гнева и идя скорыми шагами к квартире Кузьмина.",Unknown
Спиридов тотчас представил составленные им правила.,Unknown
"Но теперь будьте уверены и знайте, что при первом известии начинать я поведу свою роту, на которую полагаюсь совершенно, и надеюсь на помощь своих товарищей; осмеливаюсь ручаться не только за несколько рот, но и за весь полк».",Unknown
"Те, которые читали сей рапорт, говорят, что полковник Тизенгаузен не позабыл ничего, могущего очернить сих офицеров; он был, так сказать, наполнен словами: пьяницы, разбойники, бунтовщики, развратники, грабители и прочее.",Unknown
"Если бы предмет сего сочинения позволил нам подробно изложить все причины развращения ссыльных, показать все пагубные следствия наказания подобной ссылки, то каждое сердце, не чуждое человеколюбия, облилось бы кровью при чтении сего описания.",Unknown
Смятение беспрестанно.,Unknown
"Нельзя было не догадаться, что его узнали, но Сухинов спокойно ожидал своей участи.",Unknown
"Объяснив права и обязанности посредников, безусловное и слепое повиновение членов предписаниям Верховной думы, Бестужев-Рюмин читал речь.",Unknown
— Сухинов отвечал смело:  — Офицер.,Unknown
"Княгиня Трубецкая, княгиня Волконская, Ентальцова и Александра Григорьевна Муравьева не замедлили увидеться с ними (в сие время Нарышкина была сильно больна и не могла с ними видеться).",Unknown
Только Борисов 2-й и некоторые из присутствующих на сем совещании славян почитали невозможным безусловное соединение двух Обществ.,Unknown
"— Муравьев отвечал:  — Чтобы отвлечь всякое подозрение о вашей поездке, вы должны быть во время молебна на площади и выйти из города вместе с полком, пройти с ним до первой корчмы, Малой Мытницы, и оттуда вы можете уже ехать проселочными дорогами, миновав Васильков.",Unknown
"Жандармский офицер Ланг, бежавший из Трилес, дал первый знать в дивизионную квартиру 9-й дивизии (в Белую Церковь) о случившемся там происшествии 29 декабря 1825 г. Курьеры ту же минуту были отправлены к высшему начальству.",Unknown
"У евреев был праздник, и никто из них не хотел нарушить закон.",Unknown
"Возвратимся опять к Черниговскому полку, который мы оставили на пути в Мотовилов, и посмотрим, что происходило в сей деревне по прибытии туда восставших черниговцев.",Unknown
"Будущего 1826 года в августе месяце им- ператор будет смотреть 3-й корпус, и в это время решится судьба деспотизма; тогда ненавистный тиран падет под нашими ударами; мы поднимем знамя свободы и пойдем на Москву, провозглашая конституцию.",Unknown
"— По крайней мере, — возразил Соловьев, — приехав в Трилесы, позволь мне перевязать твою рану.",Unknown
"Сухинов сердился, негодовал; а Голиков и другие его товарищи продолжали видеться с Сухиновым по-прежнему.",Unknown
"Он был весьма спокоен и просил убедительно оставить его глаза незавязанными, но его просьбы не были уважены.",Unknown
"Он участвовал в бунте и, вместе с Сухиновым, хотел убить меня, когда я содержался на гауптвахте.",Unknown
"Вскоре громкие крики: «Стой, стой!» убедили его, что за ним гонятся.",Unknown
"Наконец, после долгих рассуждений, Спиридов и Тютчев, видя, что невозможно никого уговорить, уехали.",Unknown
"Вместо того, чтобы спешить в назначенные им места, они теряли время за картами и вином.",Unknown
"По проходе 8-й артиллерийской бригады через Житомир, Иванов уведомил Горбачевского, что Пензенского пехотного полка капитан Тютчев открыл какое-то тайное общество, к которому принадлежит Черниговского полка подполковник Сергей Муравьев-Апостол.",Unknown
"; я даю вам сию сумму без торга, не видавши лошади.",Unknown
"Развертывать, распространять сии три основные качала общественного блага поставлялось в первую и неизменную обязанность славянина.",Unknown
"Собрание было довольно многочисленное; хозяин всеми силами содействовал к увеселению гостей, а гости старались отблагодарить его радушие, веселились от чистого сердца и танцевали, как говорится в тех местах, до упаду.",Unknown
"Когда он возвратился второй раз в Кишинев, он был уже без денег; тут он продал лошадь, подаренную ему в Гребенках поляком, решился остаться в России и не укрываться от поисков правительства.",Unknown
"Они действовали на других по наставлениям Сухинова и открыли свои замыслы Михаилу Васильеву, также бывшему фельдфебелем в одном гвардейском полку, и еще двум другим ссыльным, которых имена нам неизвестны.",Unknown
"Штаб-лекарь, заметя смущение Сухинова, смешался и начал извиняться.",Unknown
"Недалеко от лагеря мы встретили Мозгана, который сказал нам, что место собрания переменено, по какой причине — сего никто не знает, и что оно уже кончилось.",Unknown
никогда не говорил нам о намерениях Общества и не имел никаких сношений с нами; поэтому мы сами оставались в таком бездействии и не думали приготовлять своих подчиненных.,Unknown
"Ему делали возражения, он опять отвечал, наконец, стал собирать голоса, и предложение Спиридова было отвергнуто сильным большинством.",Unknown
Сей вторичный донос обратил внимание управляющего заводом и породил в нем справедливое подозрение.,Unknown
В ту же ночь высланы были против С. Муравьева стоявшие в карауле: 8-й дивизии — Курский пехотный полк и 7-й дивизии батальон Муромского полка.,Unknown
"14 декабря неожиданно приехал в Новоград-Волынск, из Харьковской губернии, Борисов 1-й.",Unknown
"— Я уверен, — возразил Крупенников,— что братья Александр и Артамон Муравьевы первые пристанут к нему со своими гусарскими полками.",Unknown
"Из сего письма они увидели, что главные члены Южного общества почитают необходимым начать действие ранее положенного времени; Бестужев просил славян ускорить дело и употребить все усилия к приготовлению нижних чинов.",Unknown
"Заметя в Сухинове озлобление против правительства и желание отомстить ему каким-то ни было образом, они употребляли все средства, могущие успокоить его и отвратить от всяких намерений, говорили ему о терпении и надеждах и пр.",Unknown
"Во время стола генерал Рот рассказал ему подробно о происшествии 14 декабря, получив сие известие через экстрапочту.",Unknown
"Остальные солдаты, стоявшие в это самое время на дворе под командою Мозалевского, хотели было идти на помощь к своим товарищам, но Мозалевский встал впереди и с саблею в руках сказал им, что кто первый осмелится и пошевелится, тот ляжет на месте.",Unknown
"Предполагалось с точностью определить границы каждого государства; ввести у всех народов форму демократического представительного правления; составить конгресс для управления делами Союза и для изменения, в случае надобности, общих коренных законов, предоставляя каждому государству заняться внутренним устройством и быть независимым в составлении частных своих узаконений.",Unknown
"""Тотчас же после сего Бестужев предложил новое разделение Славянского общества на две управы; опять сделаны были возражения, но большинство снова взяло верх, причем он прибавил, что члены 9-й артиллерийской бригады будут относиться к Пестову, который, находясь при корпусной квартире, имеет возможность вести с Южным обществом постоянные сношения, а члены 9-й дивизии непосредственно поступят в ведение Муравьева.",Unknown
"Щепилло, Соловьев и Сухинов вышли вслед за ним с тою же целью.",Unknown
За несколько верст от Любара лошади его выбились из сил.,Unknown
"Испуганные часовые дали тотчас о сем знать; прибежал лекарь, которого искусство, сверх всякого чаяния, спасло жизнь несчастному страдальцу, — и следствием покушения на свою жизнь была одна долговременная, тяжкая болезнь.",Unknown
"Идя же в Трилесы чрез деревни: Пилиничинцы, Филипповку и Королевку, которые соединяясь между собою, составляют как бы одно селение, при нападении на него отряда Гейсмара он мог бы защищаться против гусар стрелками, тем более, что тогда артиллерия не вредила бы ему картечью, и может быть Гейсмар не решился бы сжечь селения.",Unknown
"В 4 часа пополудни пленные пришли в Белую Церковь и были сданы 418-му егерскому полку, который к тому времени пришел в сие местечко из гор.",Unknown
"Еще не было прочтено письмо, как, к удивлению их, Андреевич сам вошел в комнату в дорожном платье.",Unknown
"Отец Грохольского, богатый помещик Смоленской губернии, дал своему сыну весьма хорошее воспитание и определил его в Полтавский полк, где в скором времени он дослужился до капитанского чина, но, не взирая на то, что кротость и благородство души составляли отличительные черты его характера и внушали любовь и уважение каждого, Грохольский, оскорбленный батальонным командиром, имел несчастие ударить его в щеку.",Unknown
"Тогда он объявил Артамону Муравьеву, что должно начать восстание, что в 9-й дивизии непременно будут действовать, и что он, с своей стороны, обязан вывести свой полк.",Unknown
"Поступок Сухинова, во всяком случае достойный порицания, который мог даже усугубить его положение, был ему на этот раз полезен.",Unknown
"Сия записка заключалась в следующих семи пунктах, на которые Андреевич должен был требовать разрешения от Муравьева и Бестужева:  1.",Unknown
"План наших действий совсем иной, солдаты и офицеры должны быть приготовляемы, но не должны знать ничего; они будут орудиями и произведут переворот.",Unknown
Сие отвлекло нас от Черниговского полка.,Unknown
"Борисов 1-й охотно согласился, тем более, что считал свое присутствие в 8-й бригаде совершенно не нужным, между тем как надеялся в конных работах возбудить офицеров к участию в общем деле.",Unknown
"Но, не доезжая до заставы, он услышал позади себя лошадиный топот и смешанные голоса.",Unknown
Из остальных многие получили от 400 до 150 ударов кнутом; прочие были наказаны жестоко плетьми.,Unknown
"Хозяйка сама согрела воды и проготовила чай, между тем как хозяин пошел тихонько в конюшню, запряг лошадь в сани и, одев Сухинова в свое платье, снабдил его 40 рублями на дорогу и отправил в нуть с истинным желанием счастия.",Unknown
"Они первые известили местное начальство обо всем, что могли узнать или слышать.",Unknown
"В сем письме успехи славян нисколько не были преувеличены: они желали чистосердечно переворота, потому действовали смело и были уверены в скором исполнении их желаний.",Unknown
"Цепи с Сухинова были сняты, по приказанию графа.",Unknown
Для удержания порядка и отвращения внезапного нападения войско шло в боевом порядке.,Unknown
"Один из них подошел к.Гебелю, спросил его, юн ли командир Черниговского полка, и, получа от него утвердительный ответ, сказал ему:  — Я к вам имею важные бумаги.",Unknown
"Многие из них убеждались даже, что время ни мало не сближает их с целью; но сие убеждение, не ослабляя желаний, еще более других воспламеняло.",Unknown
— Путилов отвечал: — В своей роте в Васильков.,Unknown
не возьмут!,Unknown
Для исполнения сентенции назначен был начальник штаба 3-го корпуса князь Горчаков.,Unknown
"Они, догнавши некоторых, окружили, других, разбежавшихся, собирали в одно место.",Unknown
"Прикажите подать ужин и шампанское, — продолжал он, оборотясь к Артамону Муравьеву, — выпьем и застрелимся весело.— Не будет ли это слишком рано?",Unknown
"По сим данным невозможно сделать никакого заключения и весьма трудно решить, зачем Бестужев приглашал их в Киев к назначенному сроку.",Unknown
В начале декабря военные и гражданские чиновники получили повеление приступить к присяге новому императору — Константину?,Unknown
"Частный пристав сдержал свое слово, от Житомира до Могилева заботился о Сухинове как о своем родном.",Unknown
"Тягостно иногда говорить прямую истину, но уважение к памяти погибших людей и уважение к самому себе требует исполнения сих обязанностей.",Unknown
"Вслед за ними явился Бестужев-Рюмин и пригласил собрание, не дожидая отсутствующих членов, заняться немедленно делами.",Unknown
Я приехал в Трилесы и остановился на вашей квартире.,Unknown
"В конце февраля Сухинов прибыл в главную квартиру 1-й армии, где уже по величайшему повелению производилось следствие.",Unknown
"От скорого исполнения подобных приказаний, может быть, зависел жребий С. Муравьева и его товарищей, но, к несчастью, сии приказания не были исполнены с надлежащею скоростью и точностью.",Unknown
"Разговор сделался общим, рассуждали о сношениях с Верховною думою, о действии на нижних чинов и прочем.",Unknown
"Темнота, вопли жителей, крики солдат, барабанный бой и звук оружия увеличивали ужас сей ночи.",Unknown
"Люди различных характеров, волнуемые различными страстями, кажется, помышляли только о том, как бы слиться в одно желание и составить одно целое; все их мысли были заняты предприятием освобождения отечества; все их надежды затмевались надеждою блистательных и несомненных успехов.",Unknown
"Хотя он был недоверчив и не полагал, что можно так скоро освободить Россию, однако ж верил силе Южного общества и надеялся на успех замышляемого переворота.",Unknown
"Из четырех орудий, остающихся в каждой роте за неимением лошадей (роты состояли на мирном положении), славяне намерены сформировать новую батарею; лошадей надеются найти под квитанцию одного из своих сочленов, а прислугу думают взять из 4-й парочной роты, полагаясь вполне на служащих в ней солдат.",Unknown
"— Таким образом, — сказал он, — наше соединение не только не удалит вас от цели, но, напротив того, приблизит к оной.",Unknown
"Трусов и Троцкий, думая воспользоваться случайным сбором полка, немедля ни мало положили взбунтовать полк и завладеть крепостью Бобруйском.",Unknown
В сентябре месяце Горная экспедиция и комендант горных заводов генерал Лепарский получили повеление из Петербурга отдать всех замешанных но делу Голикова и Бочарова под военный суд.,Unknown
